S.No,Company Name,Industry,Country,Date of Attack,Type of Attack,Attack Vector,Data Type Compromised,Records Exposed,Financial Loss ($),Recovery Cost ($),Downtime (Days),Employees,Ransom Demanded?,Ransom Paid?,Detect Time (Days),Contain Time (Days),Attack Source,Reported?,Regulatory Penalty ($),Public Impact
1101,MegaMart,Retail,Australia,2024-06-04,Credential Theft,Cloud Misconfig,Financial Data,973260,4500564,1177719,22,63549,No,Unknown,57,3,External,Yes,465474,Door yourself which year win.
1102,TechBloom,Tech,India,2024-08-02,Ransomware,USB Drive,Health Records,863699,1477430,1593438,21,40274,No,No,93,11,Internal,No,232909,Down risk fine reflect.
1103,OpenCampus,Education,Canada,2024-06-02,Phishing,Email,Health Records,886840,650306,1041464,17,68704,Yes,Unknown,92,17,Internal,Yes,675908,Recent operation business before skill teacher Republican.
1104,MegaMart,Retail,Brazil,2024-01-14,DDoS,Phishing Link,User Credentials,506964,4473168,619880,14,58889,No,Yes,99,15,Internal,No,479896,Whose decade model response south cost as.
1105,RoadRunner Logi,Logistics,Australia,2020-12-31,Credential Theft,Third-party Vendor,User Credentials,792130,2374967,767604,20,7978,No,Yes,4,22,External,Yes,730008,Seek though care TV wear central.
1106,GreenVolt,Energy,India,2023-06-06,Credential Theft,Third-party Vendor,Employee Records,247841,2959218,1763346,23,22267,No,Unknown,59,21,Internal,No,461805,Light week half add building.
1107,ConnectNow,Telecom,UK,2023-06-15,Credential Theft,USB Drive,Health Records,303035,2342512,1760092,15,82614,Yes,No,98,24,External,Yes,446772,Into bring really resource believe.
1108,CloudForge,Tech,Australia,2020-08-28,Data Breach,Email,User Credentials,528898,1743973,350583,1,43778,Yes,No,12,26,External,Yes,949238,Chance sing financial art hope majority draw.
1109,SafePay Group,Finance,Singapore,2021-07-28,Data Breach,Phishing Link,Health Records,961191,3257927,1368237,8,35105,No,Unknown,67,25,External,Yes,429626,Better hotel it difference follow lead.
1110,HealTech,Healthcare,UK,2022-07-26,Malware,Cloud Misconfig,User Credentials,561150,3282786,1547956,12,23025,No,No,45,28,External,Yes,330909,Defense road today.
1111,Learnify,Education,Brazil,2022-01-01,Data Breach,Web App,Health Records,903251,3039317,164631,7,52037,No,No,100,13,External,No,589990,Field around provide writer kid.
1112,TrustCapital,Finance,Canada,2021-05-18,Phishing,Third-party Vendor,Customer Data,217955,1427524,1431143,24,39813,No,Yes,49,29,External,No,117675,Change give should let world east.
1113,UrbanCart,Retail,France,2020-12-25,Phishing,Web App,Health Records,721191,2184747,1101226,11,19184,No,Yes,36,30,Internal,No,112550,Resource clear his.
1114,HealTech,Healthcare,France,2023-10-30,Credential Theft,Cloud Misconfig,Customer Data,674781,3626012,51718,19,99928,No,Unknown,91,19,Internal,No,271096,Father cell school add some of science.
1115,UrbanCart,Retail,Japan,2024-11-05,Data Breach,Cloud Misconfig,Employee Records,525185,2446469,1833356,21,1784,Yes,Yes,81,17,Internal,No,59205,Race however future wear certain age accept.
1116,NovaBank,Finance,Germany,2024-12-05,Credential Theft,Cloud Misconfig,Financial Data,444129,171180,1770064,30,84557,No,Unknown,60,29,External,No,798787,Establish soldier state control reflect conference just past.
1117,EnergyCore,Energy,India,2023-12-23,Ransomware,Email,Employee Records,433215,100253,1706038,3,57904,Yes,No,92,19,External,Yes,566068,Nearly attack somebody American.
1118,Learnify,Education,USA,2023-12-14,Data Breach,Web App,Financial Data,628533,2055667,1320076,4,84491,Yes,Yes,13,6,External,Yes,102615,Forward bad about toward there hard.
1119,EnergyCore,Energy,Germany,2023-10-22,Data Breach,Phishing Link,Customer Data,659282,218592,678596,26,44297,Yes,No,43,9,Internal,Yes,582583,Court environmental growth pull.
1120,HealTech,Healthcare,UK,2022-03-20,Credential Theft,Web App,Customer Data,163307,3848290,1418207,9,53556,No,Yes,40,20,External,No,5809,Space community individual.
1121,SkillBridge,Education,USA,2023-07-16,Data Breach,USB Drive,Health Records,771001,4677552,742707,16,1871,Yes,No,34,4,External,No,938909,Treat item generation summer but.
1122,CargoXpress,Logistics,Australia,2023-01-02,Credential Theft,Email,User Credentials,186569,333386,1860872,13,21302,Yes,Yes,62,6,Internal,Yes,548589,Improve field sell share coach current.
1123,BrightMinds,Education,UK,2025-05-10,Ransomware,Email,User Credentials,324715,2828165,1072840,15,52877,No,Yes,36,18,External,Yes,446779,As six subject report.
1124,ShopEase,Retail,Japan,2021-12-28,Malware,Email,Financial Data,619781,4397370,719698,3,56159,No,No,31,17,External,Yes,914601,Main understand painting with great.
1125,NetLine,Telecom,Canada,2021-06-01,Data Breach,Email,Health Records,575559,185253,1201802,14,57803,No,Yes,68,3,Internal,No,403229,Project late pretty our talk.
1126,NetLine,Telecom,Japan,2020-09-10,Data Breach,Email,Employee Records,983702,116993,1984634,20,89567,Yes,Yes,8,10,Internal,No,21981,Wrong raise open none compare remain wall.
1127,EduFuture,Education,France,2021-05-19,Malware,Email,Customer Data,754482,2505289,1864024,9,40379,Yes,Unknown,7,17,Internal,Yes,458708,Describe late account strong challenge.
1128,ConnectNow,Telecom,Germany,2020-08-31,Ransomware,Cloud Misconfig,Customer Data,83336,3002502,1658844,4,51033,Yes,Unknown,17,9,External,Yes,518744,Movement trade top before campaign agent past.
1129,SafePay Group,Finance,Japan,2023-03-03,Credential Theft,Web App,Health Records,895096,3287594,1419560,1,4710,No,Yes,94,10,Internal,No,536648,Economic number sport east building young since lawyer.
1130,AxisWealth,Finance,Japan,2025-07-02,Credential Theft,Email,User Credentials,465907,3580024,366646,14,83632,No,Yes,76,4,External,Yes,256945,Some through figure bag word.
1131,MegaMart,Retail,Singapore,2022-11-16,Credential Theft,USB Drive,Employee Records,463517,671427,28392,11,44235,No,Yes,83,16,External,Yes,937420,Wife administration section mind throw factor production growth.
1132,BrightMinds,Education,Australia,2020-07-14,DDoS,Third-party Vendor,Health Records,490519,3864531,892353,11,28499,Yes,No,47,7,Internal,Yes,413423,Music model plant change trip here.
1133,FastMove,Logistics,UK,2022-07-05,Phishing,Phishing Link,User Credentials,32875,4462287,684949,22,38563,Yes,Unknown,76,12,External,Yes,430053,Ever process which nature sea feel how.
1134,Learnify,Education,France,2025-06-06,Ransomware,Web App,Customer Data,935543,829499,46606,27,87121,Yes,No,87,1,External,No,613014,Bad series gas long health perform.
1135,BrightMinds,Education,USA,2024-06-14,Ransomware,Cloud Misconfig,Employee Records,530651,2155748,53983,18,49263,No,Unknown,95,20,External,No,367112,Student quickly turn.
1136,FastMove,Logistics,India,2024-01-06,Ransomware,Email,Financial Data,555567,1921289,1209435,25,18397,No,No,76,6,Internal,No,698294,Indicate think both today page whose however.
1137,OpenCampus,Education,UK,2024-03-25,Data Breach,Phishing Link,User Credentials,746831,3014501,590386,14,4409,No,No,63,15,External,No,47631,Fish information resource such group other.
1138,CargoXpress,Logistics,Australia,2020-10-29,Ransomware,Email,Employee Records,420634,2514135,1278237,26,91188,No,Yes,91,25,Internal,Yes,815284,Oil nation thought player friend attention six.
1139,NovaBank,Finance,USA,2024-09-22,DDoS,Web App,Customer Data,376698,812338,1636279,18,32063,Yes,Yes,23,5,External,Yes,338312,Job sell specific left someone simply common.
1140,UrbanCart,Retail,Japan,2020-11-23,Credential Theft,Email,Customer Data,750316,4166004,1900929,16,50135,Yes,Unknown,65,23,Internal,Yes,162484,Above very policy level ago key interview.
1141,SkillBridge,Education,UK,2021-12-03,DDoS,Third-party Vendor,Customer Data,702801,1747107,41346,20,36919,Yes,No,28,3,External,Yes,288045,On live improve science view relate join.
1142,GreenVolt,Energy,Germany,2022-01-04,DDoS,USB Drive,Employee Records,715409,736092,911773,13,62561,Yes,Unknown,43,9,External,Yes,933927,Large never success represent region sound.
1143,BrightMinds,Education,Australia,2023-09-14,Credential Theft,Email,Customer Data,751447,4953270,1369489,14,28731,Yes,Unknown,49,22,External,Yes,759204,Product skill three condition practice able worker.
1144,GreenVolt,Energy,Singapore,2021-11-10,Phishing,Third-party Vendor,Customer Data,766958,4421787,861386,14,9154,Yes,Yes,45,14,External,No,100544,Nor executive fear.
1145,Learnify,Education,Singapore,2025-03-23,Malware,USB Drive,User Credentials,552948,3001328,1647889,28,46596,Yes,No,12,29,External,No,106692,Couple unit offer well season.
1146,AxisWealth,Finance,UK,2023-04-30,Ransomware,Cloud Misconfig,Employee Records,822712,4324662,1097526,15,8191,No,Unknown,60,14,Internal,No,22375,Base knowledge any specific instead culture like.
1147,BrightMinds,Education,Brazil,2021-06-05,DDoS,Cloud Misconfig,User Credentials,991818,1862823,551680,14,16677,Yes,Yes,27,5,Internal,Yes,472167,Enter onto rule next.
1148,HealTech,Healthcare,Germany,2022-07-05,Phishing,Third-party Vendor,User Credentials,654625,123369,1517795,27,65164,Yes,No,89,15,External,No,292887,Whose before factor especially quite these sign.
1149,NetLine,Telecom,Canada,2023-07-08,DDoS,Third-party Vendor,User Credentials,900763,3322668,1803161,16,58349,No,Yes,43,9,External,No,305626,Feeling best positive door.
1150,UrbanCart,Retail,USA,2025-03-22,Ransomware,Cloud Misconfig,Customer Data,681093,567548,260512,15,13691,Yes,Yes,39,13,External,No,142423,Usually million already performance.
1151,BrightMinds,Education,Japan,2025-05-22,Phishing,Web App,Employee Records,686185,4127385,1386290,13,97681,No,Unknown,51,17,Internal,Yes,978247,Particular girl quickly factor middle tell.
1152,TechBloom,Tech,Singapore,2024-04-08,Data Breach,Email,User Credentials,416377,3096564,1090820,25,73468,No,Unknown,97,29,Internal,Yes,944131,May stuff read pull.
1153,NovaBank,Finance,France,2024-05-22,Phishing,Phishing Link,Employee Records,784191,1919545,418565,29,15987,No,Unknown,7,17,Internal,Yes,707310,Remember meeting per staff fast share safe.
1154,BioGenix,Healthcare,Japan,2025-05-08,DDoS,Cloud Misconfig,User Credentials,372171,519892,1800168,16,58296,Yes,Unknown,75,1,External,Yes,845359,Stand analysis political how.
1155,ShopEase,Retail,USA,2025-03-22,Phishing,Third-party Vendor,Employee Records,151260,1736604,16367,16,1346,Yes,Unknown,96,28,External,No,269391,Word take drop entire me.
1156,SafePay Group,Finance,UK,2020-07-25,Data Breach,Third-party Vendor,Financial Data,167743,3795970,88753,23,28070,Yes,No,42,5,Internal,Yes,991955,Girl former where identify stop clearly.
1157,MegaMart,Retail,India,2025-03-11,Credential Theft,Phishing Link,Health Records,578611,886373,1887130,4,88965,No,No,84,8,External,No,331196,Role prepare girl happy grow collection able indeed.
1158,EnergyCore,Energy,France,2022-04-01,Malware,Web App,Customer Data,768549,3730436,1807327,17,10904,No,No,24,29,Internal,No,631328,South girl each not we third.
1159,SafePay Group,Finance,Germany,2024-03-29,Phishing,Phishing Link,Employee Records,425076,1050796,156211,28,10020,No,Yes,11,4,External,No,16061,Receive price draw inside not she.
1160,EduFuture,Education,UK,2021-12-23,Ransomware,Third-party Vendor,Employee Records,847508,2279189,432566,24,55863,Yes,Unknown,84,15,Internal,No,548894,Scene serious often record body born bank.
1161,GreenVolt,Energy,France,2021-08-31,Credential Theft,Third-party Vendor,Financial Data,401156,3816174,742755,28,38995,Yes,No,40,11,Internal,No,772152,Help join physical control affect head.
1162,RoadRunner Logi,Logistics,France,2023-10-27,Data Breach,Email,Employee Records,433681,3564793,1994986,1,20508,No,Unknown,46,23,Internal,No,267958,Skill center again speak rich inside.
1163,CodeVista,Tech,India,2025-04-18,Ransomware,Web App,Financial Data,808688,1872324,709291,17,87975,Yes,No,89,6,Internal,Yes,123054,Service sing agency.
1164,GreenVolt,Energy,Japan,2022-01-28,Data Breach,Cloud Misconfig,User Credentials,641054,2441166,108447,3,32559,Yes,Yes,76,15,Internal,Yes,25230,Poor you million sell whom eat pass.
1165,CodeVista,Tech,Brazil,2023-02-24,Data Breach,Email,Customer Data,973679,2768941,594052,30,98667,No,No,67,7,Internal,No,16563,Building surface reflect upon act story.
1166,BioGenix,Healthcare,Brazil,2021-03-09,Malware,Email,Employee Records,741503,288723,840429,12,55928,Yes,Yes,1,25,External,Yes,776003,Culture story black daughter future very if of.
1167,ShopEase,Retail,France,2024-12-09,Data Breach,Cloud Misconfig,Financial Data,999798,4738908,588789,8,26902,No,No,74,24,Internal,Yes,144476,Measure one business two white something police.
1168,UrbanCart,Retail,India,2021-12-14,Ransomware,Web App,Customer Data,576141,1907176,755725,9,1535,Yes,Yes,63,18,External,No,51121,Name everybody seven she sure strong president.
1169,EnergyCore,Energy,India,2021-10-25,Data Breach,Phishing Link,User Credentials,570548,2423371,1340450,7,74728,Yes,Yes,58,9,External,Yes,842691,Modern charge teacher them.
1170,BioGenix,Healthcare,Australia,2020-08-19,Ransomware,Email,Financial Data,893872,4618890,370817,4,66881,Yes,Unknown,9,14,External,Yes,735450,Agreement someone themselves type five chance young.
1171,CloudForge,Tech,France,2025-03-31,Malware,Phishing Link,Customer Data,66253,3862862,785835,26,10543,No,No,83,30,Internal,No,24436,Computer step drop focus.
1172,BrightMinds,Education,India,2023-06-26,Credential Theft,Phishing Link,Customer Data,550205,3998041,1751980,15,97223,No,No,95,28,Internal,No,393795,Offer authority hit door not.
1173,TechBloom,Tech,UK,2022-01-29,DDoS,Web App,Employee Records,969841,4096182,251459,23,25261,No,Unknown,40,8,Internal,No,340141,Song admit history wrong certainly coach however she.
1174,BrightMinds,Education,India,2024-01-27,Data Breach,Phishing Link,Employee Records,724144,1590075,973296,7,5275,Yes,Unknown,97,26,External,Yes,470962,Water security eight.
1175,TrackSwift,Logistics,Australia,2025-03-16,Malware,Email,Health Records,265166,72444,587735,30,92949,No,Yes,69,17,External,Yes,601741,Range seven tend sister art.
1176,ConnectNow,Telecom,Germany,2023-09-11,Phishing,Web App,Health Records,370200,4025615,962267,22,9851,No,No,47,30,Internal,No,158047,Better collection clearly speak.
1177,TechBloom,Tech,Australia,2021-06-03,Phishing,Third-party Vendor,Financial Data,136419,2249966,414691,3,10553,No,No,56,10,External,No,30735,Event those occur south Congress.
1178,EduFuture,Education,USA,2023-10-27,Ransomware,Third-party Vendor,Financial Data,139480,1064198,701099,20,83899,Yes,Yes,84,28,External,No,128727,Receive center free contain size product upon.
1179,BrightMinds,Education,France,2021-02-07,Ransomware,Cloud Misconfig,Customer Data,899564,3031788,1529384,15,80045,No,Unknown,80,6,Internal,No,163729,Discuss onto case financial condition form pick.
1180,BioGenix,Healthcare,USA,2023-01-11,Malware,Phishing Link,User Credentials,158692,4013354,344762,16,17621,Yes,Yes,6,11,External,No,555473,Discover pretty will concern capital benefit plant local.
1181,SafePay Group,Finance,Germany,2025-02-03,DDoS,Cloud Misconfig,Employee Records,235184,2167678,600320,30,68818,Yes,No,86,7,Internal,No,78326,Situation level here hour.
1182,EduFuture,Education,Japan,2024-11-12,Data Breach,Web App,Employee Records,340156,4282778,810161,3,45098,No,Unknown,64,29,External,No,375462,Human open who foreign course seat.
1183,BioGenix,Healthcare,Canada,2024-06-12,Credential Theft,Email,User Credentials,939193,3298247,338850,17,26782,Yes,Unknown,62,24,Internal,Yes,540170,That meet this condition admit.
1184,SafePay Group,Finance,Brazil,2021-12-04,Phishing,Email,User Credentials,926953,1982537,459773,7,82118,Yes,Unknown,2,26,External,No,869338,Outside gas relate itself.
1185,ShopEase,Retail,Brazil,2023-06-10,Phishing,Email,Employee Records,336368,1407248,1329221,16,23756,No,Yes,22,30,External,No,310398,Along oil eat enjoy.
1186,EduFuture,Education,USA,2024-09-19,Credential Theft,Web App,Customer Data,397216,3151320,1807581,14,33655,No,No,63,28,External,No,691115,Much establish black hospital find Republican alone bill.
1187,EduFuture,Education,USA,2024-10-09,DDoS,Cloud Misconfig,Employee Records,871308,2347647,1492584,12,92115,Yes,Unknown,13,25,External,Yes,906722,Guess discussion choice them its.
1188,AxisWealth,Finance,USA,2020-11-22,Data Breach,Phishing Link,Employee Records,879759,3968447,1705298,28,25223,No,Unknown,49,15,External,No,764072,Mouth test bit its public very last.
1189,FastMove,Logistics,Canada,2023-02-02,Malware,Phishing Link,Employee Records,577099,1246572,1370662,23,57453,Yes,No,9,5,Internal,No,707726,Week high question second risk rest plant.
1190,NovaBank,Finance,France,2025-06-24,Malware,USB Drive,Financial Data,29405,777744,1536190,6,20432,No,Yes,72,19,External,No,929253,Idea parent generation meet.
1191,SafePay Group,Finance,India,2025-01-08,Credential Theft,Phishing Link,Financial Data,306998,684308,856133,28,20812,Yes,Unknown,86,2,Internal,Yes,927890,Simply difficult job manager writer risk.
1192,CloudForge,Tech,Brazil,2023-01-16,Ransomware,USB Drive,Health Records,608223,4391947,1751830,17,60875,No,Unknown,26,23,Internal,No,919383,South the stage.
